House_Type,Family_Members,Number_of_Rooms,AC_Units,AC_Usage_Hours,Fan_Usage_Hours,Refrigerator_Usage_Hours,Washing_Machine_Usage_Hours,Water_Motor_Usage_Hours,Lighting_Hours,TV_Usage_Hours,Iron_Usage_Hours,Kitchen_Appliance_Hours,Daily_Appliance_Count,Outdoor_Temperature_C,Day_of_Week,Is_Weekend,Season,Is_Holiday,Daily_Electricity_Consumption_kWh,House_Type_enc,Day_of_Week_enc,Season_enc
Apartment,9,2,0,0.0,9.3,24,0.01,0.4,7.95,6.69,0.38,1.27,5,7.2,Tuesday,0,Winter,0,10.11,0,5,3
Independent House,7,2,1,9.74,12.91,24,0.57,1.33,4.94,5.11,0.37,1.17,12,30.5,Wednesday,0,Summer,0,26.78,2,6,2
Apartment,2,3,1,8.94,16.9,24,1.04,1.4,5.83,2.9,0.04,0.22,12,33.1,Monday,0,Monsoon,0,15.52,0,1,0
Apartment,9,3,2,6.57,16.52,24,2.32,1.27,8.24,4.5,0.28,2.72,13,31.7,Saturday,1,Monsoon,0,30.63,0,2,0
Independent House,7,1,0,0.0,5.4,24,0.37,1.24,10.66,8.0,0.38,3.18,14,14.7,Thursday,0,Winter,0,14.79,2,4,3
Bungalow,3,1,0,0.0,11.87,24,0.52,1.24,2.25,6.42,0.27,0.65,11,26.1,Sunday,1,Spring,0,11.59,1,3,1
Portion/Rented Unit,4,4,0,0.0,8.28,24,0.97,0.4,8.67,7.1,0.23,2.32,13,33.7,Monday,0,Monsoon,0,8.08,3,1,0
Independent House,9,1,1,0.95,10.68,24,0.31,1.61,5.37,9.07,0.06,1.92,14,25.8,Thursday,0,Spring,0,15.32,2,4,1
Apartment,5,1,1,1.05,11.96,24,0.67,1.89,8.48,0.0,0.02,2.42,14,27.1,Thursday,0,Spring,0,12.21,0,4,1
Independent House,5,1,0,0.0,16.67,24,0.31,0.56,9.36,0.0,0.41,2.66,11,34.8,Monday,0,Monsoon,0,11.45,2,1,0
Apartment,3,3,2,3.03,17.53,24,0.34,1.55,5.2,4.26,0.02,4.16,7,34.1,Wednesday,0,Monsoon,0,16.09,0,6,0
Independent House,2,3,0,0.0,6.73,24,0.27,2.7,5.03,5.4,0.11,0.39,5,25.9,Friday,0,Spring,0,8.77,2,0,1
Independent House,2,3,2,1.53,2.42,24,1.47,1.02,8.88,4.54,0.51,1.75,7,6.2,Tuesday,0,Winter,0,13.31,2,5,3
Portion/Rented Unit,7,3,3,0.71,8.64,24,0.71,1.53,6.79,4.45,0.73,3.97,5,21.8,Sunday,1,Spring,0,14.2,3,3,1
Bungalow,3,6,3,8.33,7.79,24,0.33,0.96,7.64,6.92,0.17,2.08,9,31.7,Wednesday,0,Monsoon,0,39.55625,1,6,0
Apartment,6,3,2,0.96,8.71,24,0.81,0.69,6.91,6.63,0.52,1.89,11,28.7,Sunday,1,Winter,0,10.02,0,3,3
Independent House,4,4,2,9.89,8.9,24,0.19,1.53,2.58,5.26,0.16,4.55,13,33.1,Friday,0,Monsoon,0,39.55625,2,0,0
Portion/Rented Unit,6,3,2,2.86,4.58,24,1.78,0.72,8.79,3.1,0.17,0.0,14,7.5,Sunday,1,Winter,0,10.27,3,3,3
Portion/Rented Unit,3,2,2,0.21,3.32,24,1.1,1.37,8.31,1.86,0.12,2.97,11,6.3,Wednesday,0,Winter,0,11.02,3,6,3
Bungalow,5,4,0,0.0,9.89,24,0.55,1.29,8.51,5.83,0.47,2.04,10,35.4,Wednesday,0,Summer,0,15.89,1,6,2
Independent House,2,4,1,6.88,5.95,24,0.08,1.15,3.89,1.88,0.12,2.46,10,39.5,Wednesday,0,Summer,0,18.75,2,6,2
Independent House,5,4,3,7.76,9.37,24,0.15,1.02,7.91,4.28,0.1,1.24,8,44.7,Thursday,0,Summer,0,39.55625,2,4,2
Portion/Rented Unit,5,5,1,5.86,8.23,24,3.31,0.93,6.3,5.78,0.09,0.01,12,31.5,Sunday,1,Monsoon,0,14.54,3,3,0
Portion/Rented Unit,7,7,0,0.0,16.21,24,1.27,0.69,8.63,4.32,0.11,3.31,5,46.5,Friday,0,Summer,0,13.83,3,0,2
Bungalow,5,1,1,6.59,8.48,24,1.34,1.06,5.19,2.93,0.29,2.29,6,31.4,Tuesday,0,Monsoon,0,27.24,1,5,0
Portion/Rented Unit,7,2,2,10.48,11.66,24,0.66,1.37,4.31,4.09,0.23,0.63,10,41.7,Wednesday,0,Summer,0,28.38,3,6,2
Apartment,5,3,0,0.0,13.26,24,0.99,1.58,6.74,6.22,0.53,2.15,10,41.7,Saturday,1,Summer,0,10.47,0,2,2
Independent House,6,5,0,0.0,10.89,24,0.91,1.47,7.59,3.37,0.3,1.61,13,25.0,Tuesday,0,Spring,0,12.95,2,5,1
Bungalow,7,2,1,0.0,8.5,24,0.77,0.0,8.58,7.07,0.1,2.64,9,16.7,Saturday,1,Winter,0,15.07,1,2,3
Independent House,9,8,2,0.0,7.13,24,1.55,0.91,8.71,4.44,0.43,3.7,8,28.7,Monday,0,Winter,0,17.15,2,1,3
Bungalow,7,4,3,1.9,8.84,24,0.21,2.48,7.38,4.74,0.06,3.6,10,24.5,Wednesday,0,Spring,0,29.46,1,6,1
Apartment,8,2,0,0.0,5.15,24,0.12,0.72,4.54,10.94,0.87,2.84,11,32.0,Monday,0,Monsoon,1,12.84,0,1,0
Independent House,9,1,0,0.0,10.21,24,2.2,1.79,5.6,8.05,0.2,3.12,9,34.6,Thursday,0,Summer,0,18.2,2,4,2
Independent House,3,5,2,7.49,8.33,24,0.04,1.41,10.03,5.93,0.16,3.74,12,29.3,Thursday,0,Monsoon,0,34.33,2,4,0
Bungalow,5,2,2,2.35,5.26,24,1.97,0.7,11.08,2.53,0.28,2.93,12,8.5,Thursday,0,Winter,0,23.52,1,4,3
Apartment,9,2,1,8.96,14.15,24,0.68,1.12,5.79,3.46,0.25,2.39,9,33.3,Wednesday,0,Monsoon,0,24.87,0,6,0
Portion/Rented Unit,8,3,1,2.38,7.61,24,1.29,1.36,9.57,3.22,0.83,2.52,13,27.0,Wednesday,0,Monsoon,0,11.76,3,6,0
Independent House,3,5,0,0.0,6.05,24,1.14,1.24,10.09,5.01,0.33,2.74,9,13.7,Thursday,0,Winter,0,13.26,2,4,3
Independent House,6,4,3,5.6,10.54,24,0.63,0.02,4.66,0.54,0.31,0.87,14,28.7,Sunday,1,Monsoon,0,33.84,2,3,0
Apartment,8,3,0,0.0,9.33,24,0.5,2.27,9.62,2.3,0.06,1.83,12,14.3,Monday,0,Winter,0,8.29,0,1,3
Portion/Rented Unit,9,5,3,5.06,11.09,24,0.44,0.96,6.17,5.82,1.22,1.82,7,40.0,Tuesday,0,Summer,0,25.42,3,5,2
Bungalow,9,3,0,0.0,13.37,24,0.5,1.58,9.96,5.72,0.06,1.34,8,36.3,Monday,0,Summer,0,15.68,1,1,2
Bungalow,6,4,3,1.05,15.0,24,0.71,0.19,1.87,7.08,0.21,3.11,11,26.2,Tuesday,0,Summer,0,23.22,1,5,2
Apartment,8,6,0,0.0,9.64,24,0.85,0.95,5.74,3.68,0.62,2.19,12,27.4,Saturday,1,Monsoon,0,11.84,0,2,0
Apartment,8,4,1,3.05,13.9,24,1.32,1.92,7.75,2.74,0.05,0.69,10,26.8,Friday,0,Spring,0,10.91,0,0,1
Independent House,9,1,1,0.0,8.42,24,0.27,1.6,8.08,2.72,0.15,1.84,7,12.6,Friday,0,Winter,0,12.44,2,0,3
Portion/Rented Unit,8,4,2,2.12,9.12,24,0.74,2.0,6.76,0.0,0.2,1.59,9,27.8,Friday,0,Summer,0,11.73,3,0,2
Apartment,2,4,1,1.52,9.36,24,0.92,1.52,9.42,1.86,0.7,3.92,13,16.0,Thursday,0,Winter,0,11.53,0,4,3
Independent House,8,5,3,9.35,14.01,24,0.11,1.3,4.18,3.97,0.07,1.62,5,34.8,Thursday,0,Monsoon,0,39.55625,2,4,0
Bungalow,8,2,1,0.0,10.37,24,0.81,1.47,6.81,4.75,0.14,1.11,9,9.0,Saturday,1,Winter,0,16.39,1,2,3
Apartment,5,6,0,0.0,10.97,24,0.42,0.74,3.44,5.89,0.04,3.87,5,32.7,Wednesday,0,Summer,1,9.56,0,6,2
Apartment,6,4,0,0.0,12.14,24,0.61,1.31,3.56,6.37,0.26,1.25,13,36.7,Monday,0,Summer,0,6.7,0,1,2
Independent House,6,5,0,0.0,8.76,24,3.08,2.75,8.83,2.46,0.16,3.68,5,18.5,Tuesday,0,Winter,0,14.88,2,5,3
Bungalow,3,3,3,0.82,15.18,24,0.67,1.77,5.79,6.47,0.48,1.99,13,28.6,Wednesday,0,Spring,0,19.69,1,6,1
Independent House,8,3,1,6.5,10.26,24,0.85,0.98,10.06,3.67,0.08,1.72,6,31.2,Saturday,1,Monsoon,0,19.71,2,2,0
Independent House,2,1,0,0.0,14.21,24,0.03,1.33,5.62,0.92,0.26,3.98,7,39.9,Tuesday,0,Summer,0,13.03,2,5,2
Independent House,4,3,1,0.8,5.21,24,0.62,0.42,4.97,0.73,0.23,3.21,5,16.0,Friday,0,Winter,0,12.26,2,0,3
Portion/Rented Unit,3,3,2,12.37,6.3,24,0.67,0.94,3.6,6.38,0.86,1.64,8,32.2,Sunday,1,Monsoon,1,35.2,3,3,0
Apartment,5,4,0,0.0,9.83,24,0.32,0.54,8.87,5.2,0.28,0.79,12,14.7,Thursday,0,Winter,0,6.98,0,4,3
Bungalow,3,4,1,6.1,8.72,24,0.77,2.04,5.78,3.07,0.47,2.63,14,37.7,Tuesday,0,Summer,0,29.45,1,5,2
Apartment,3,4,0,0.0,11.82,24,1.04,1.04,10.1,3.8,0.53,3.91,12,35.1,Saturday,1,Summer,0,9.85,0,2,2
Bungalow,8,3,3,8.0,12.98,24,0.74,0.72,6.58,5.65,0.19,1.48,11,32.3,Saturday,1,Monsoon,0,39.55625,1,2,0
Independent House,7,4,1,7.31,9.29,24,0.47,0.59,2.83,2.67,0.04,2.82,12,31.2,Tuesday,0,Monsoon,0,23.25,2,5,0
Apartment,8,4,2,4.3,9.15,24,2.25,1.81,12.21,5.19,0.01,1.55,13,16.2,Friday,0,Winter,0,21.72,0,0,3
Portion/Rented Unit,2,5,2,3.71,12.15,24,2.34,0.92,10.08,4.43,0.74,2.15,10,33.0,Saturday,1,Monsoon,0,16.96,3,2,0
Apartment,7,2,0,0.0,14.24,24,0.24,0.43,6.08,2.31,0.39,2.31,5,32.6,Friday,0,Monsoon,0,8.23,0,0,0
Portion/Rented Unit,2,4,1,1.14,12.92,24,0.47,2.25,7.45,2.49,0.46,1.89,14,28.7,Tuesday,0,Monsoon,0,15.22,3,5,0
Portion/Rented Unit,4,4,3,0.19,8.64,24,1.27,1.51,7.74,1.31,0.36,0.06,9,24.0,Thursday,0,Spring,0,7.3,3,4,1
Bungalow,9,5,0,0.0,8.01,24,1.31,1.92,7.75,1.47,0.43,4.19,14,28.7,Thursday,0,Spring,0,20.33,1,4,1
Portion/Rented Unit,7,3,2,0.48,11.78,24,0.78,1.75,5.95,6.35,1.24,2.02,11,27.6,Sunday,1,Spring,0,12.68,3,3,1
Portion/Rented Unit,3,1,0,0.0,12.96,24,0.85,1.3,10.47,0.0,0.22,1.75,5,8.8,Monday,0,Winter,0,7.32,3,1,3
Apartment,9,3,0,0.0,14.53,24,0.0,1.28,1.0,1.21,0.37,2.94,10,39.0,Monday,0,Summer,0,11.37,0,1,2
Portion/Rented Unit,2,7,2,1.07,5.57,24,1.02,1.5,6.67,4.99,0.25,1.53,5,17.8,Friday,0,Winter,0,10.35,3,0,3
Independent House,4,2,0,0.0,10.67,24,1.2,1.41,3.33,0.0,0.66,0.98,11,30.3,Wednesday,0,Monsoon,0,9.78,2,6,0
Apartment,5,5,2,0.0,4.69,24,0.05,2.07,10.61,4.32,0.2,1.36,6,13.7,Monday,0,Winter,0,9.85,0,1,3
Apartment,8,4,3,0.0,11.54,24,0.01,0.7,5.83,1.73,0.16,2.41,10,9.2,Wednesday,0,Winter,0,9.52,0,6,3
Apartment,5,2,2,0.22,13.26,24,0.73,0.56,8.46,5.83,0.21,1.7,10,11.1,Monday,0,Winter,0,8.94,0,1,3
Apartment,2,5,1,0.65,10.95,24,0.67,0.99,8.37,6.59,0.07,0.0,11,15.6,Tuesday,0,Winter,0,8.62,0,5,3
Portion/Rented Unit,5,1,0,0.0,6.82,24,0.11,1.24,3.94,5.53,0.29,3.26,10,13.0,Friday,0,Winter,0,9.79,3,0,3
Apartment,2,2,1,6.97,13.84,24,0.78,1.18,3.05,7.39,0.05,2.06,10,39.8,Saturday,1,Summer,0,17.9,0,2,2
Apartment,5,3,2,0.53,13.06,24,0.61,0.98,8.56,4.39,0.24,1.4,8,18.8,Sunday,1,Winter,0,9.3,0,3,3
Apartment,3,4,3,8.74,11.81,24,0.25,1.21,8.22,4.69,0.37,2.66,14,39.9,Tuesday,0,Summer,0,39.55625,0,5,2
Portion/Rented Unit,3,5,0,0.0,9.36,24,0.96,2.05,7.84,6.13,1.24,1.55,11,31.1,Sunday,1,Monsoon,0,11.17,3,3,0
Independent House,7,4,1,8.57,8.23,24,0.14,1.72,6.35,4.0,0.13,1.69,5,40.2,Wednesday,0,Summer,0,23.93,2,6,2
Independent House,4,4,3,2.41,8.6,24,0.79,0.51,8.14,5.3,0.01,0.48,11,13.5,Saturday,1,Winter,0,21.25,2,2,3
Apartment,8,5,2,8.1,12.3,24,0.54,0.93,7.96,5.08,1.02,4.39,13,36.1,Saturday,1,Summer,0,34.12,0,2,2
Portion/Rented Unit,6,7,3,2.32,5.17,24,0.78,1.18,4.78,5.51,0.0,1.82,6,15.5,Friday,0,Winter,0,14.91,3,0,3
Apartment,6,3,3,1.96,9.42,24,0.24,1.53,8.82,4.3,0.19,2.0,6,23.0,Thursday,0,Spring,0,20.44,0,4,1
Independent House,7,4,1,7.92,3.33,24,0.65,0.9,7.44,3.8,0.23,2.64,13,31.0,Monday,0,Summer,0,24.1,2,1,2
Independent House,3,3,3,5.8,9.21,24,1.21,0.4,5.97,7.2,0.9,2.88,9,30.5,Sunday,1,Monsoon,1,37.2,2,3,0
Apartment,3,4,3,8.27,14.11,24,2.42,2.1,5.23,7.18,0.03,2.03,11,42.6,Sunday,1,Summer,0,39.55625,0,3,2
Portion/Rented Unit,3,6,0,0.0,14.29,24,0.64,1.86,3.05,4.91,0.3,1.75,14,36.0,Monday,0,Summer,0,8.76,3,1,2
Independent House,5,4,3,9.9,6.13,24,2.43,0.76,4.72,12.82,0.06,0.43,12,33.7,Saturday,1,Monsoon,0,39.55625,2,2,0
Independent House,3,3,1,3.32,13.25,24,0.22,1.93,4.58,2.3,0.57,2.23,9,32.0,Friday,0,Monsoon,0,14.15,2,0,0
Portion/Rented Unit,2,5,3,1.02,8.08,24,0.16,1.13,8.31,9.14,0.02,0.89,7,12.7,Monday,0,Winter,0,12.16,3,1,3
Independent House,8,5,0,0.0,12.7,24,0.65,0.76,2.69,3.35,0.01,1.06,14,36.7,Tuesday,0,Summer,0,9.23,2,5,2
Independent House,7,3,1,2.56,12.4,24,1.29,1.74,9.21,6.77,0.16,2.47,6,28.8,Saturday,1,Monsoon,1,18.52,2,2,0
Bungalow,2,4,0,0.0,11.09,24,0.54,2.2,5.36,4.28,0.09,0.62,12,5.3,Sunday,1,Winter,0,12.29,1,3,3
Independent House,6,6,0,0.0,14.41,24,0.99,1.87,5.79,6.44,0.21,1.71,8,38.9,Tuesday,0,Monsoon,0,11.0,2,5,0
Portion/Rented Unit,5,4,3,0.0,10.13,24,0.84,0.19,6.13,7.07,0.09,1.85,7,16.7,Sunday,1,Winter,0,6.29,3,3,3
Portion/Rented Unit,6,3,3,7.91,8.25,24,0.94,0.82,3.76,5.88,0.24,1.05,14,38.7,Sunday,1,Summer,0,31.68,3,3,2
Portion/Rented Unit,6,5,1,0.0,9.79,24,1.09,1.68,10.2,3.82,0.07,2.64,6,9.7,Saturday,1,Winter,0,10.6,3,2,3
Apartment,6,2,1,5.44,11.2,24,0.13,0.99,6.4,1.13,0.15,2.58,12,32.5,Tuesday,0,Monsoon,0,17.51,0,5,0
Apartment,9,1,1,8.18,10.38,24,0.12,1.39,9.31,4.28,0.23,3.0,6,31.8,Monday,0,Monsoon,0,20.23,0,1,0
Apartment,7,3,2,1.35,11.32,24,0.37,1.79,8.75,6.22,0.03,1.9,14,3.3,Tuesday,0,Winter,0,12.05,0,5,3
Portion/Rented Unit,3,3,3,0.58,8.79,24,0.04,0.96,7.44,1.12,0.12,2.12,14,22.8,Monday,0,Spring,0,7.85,3,1,1
Portion/Rented Unit,7,4,3,5.05,13.16,24,1.68,1.06,4.25,3.72,0.39,3.1,11,38.7,Monday,0,Summer,0,26.32,3,1,2
Bungalow,4,5,0,0.0,5.28,24,2.02,1.55,7.62,6.7,0.42,2.18,13,15.9,Sunday,1,Winter,0,16.18,1,3,3
Portion/Rented Unit,4,5,0,0.0,3.31,24,3.06,1.19,9.02,2.68,0.17,2.33,13,2.8,Tuesday,0,Winter,0,10.86,3,5,3
Apartment,7,4,3,3.63,12.68,24,1.89,0.58,7.22,2.6,0.01,1.14,11,36.4,Monday,0,Monsoon,0,22.54,0,1,0
Apartment,7,1,0,0.0,13.17,24,0.88,0.9,7.34,4.64,0.35,2.98,6,32.0,Friday,0,Monsoon,0,9.22,0,0,0
Apartment,5,5,2,0.0,11.09,24,4.0,1.45,6.94,1.63,0.93,0.04,6,14.0,Sunday,1,Winter,0,9.7,0,3,3
Independent House,7,4,2,0.0,7.73,24,0.88,2.39,6.46,5.31,0.18,0.47,13,26.2,Monday,0,Spring,0,12.3,2,1,1
Apartment,2,5,1,1.94,7.8,24,1.16,1.18,6.0,8.8,0.04,0.31,7,25.0,Sunday,1,Spring,0,10.67,0,3,1
Apartment,6,5,0,0.0,2.86,24,0.75,1.56,6.57,3.86,0.21,2.55,13,24.9,Monday,0,Spring,1,9.9,0,1,1
Portion/Rented Unit,2,2,0,0.0,13.87,24,0.23,1.28,8.66,4.39,0.01,2.99,7,37.4,Tuesday,0,Summer,0,9.31,3,5,2
Independent House,7,2,1,0.42,9.57,24,0.31,0.23,7.11,3.53,0.14,1.79,6,17.4,Thursday,0,Winter,0,10.79,2,4,3
Independent House,8,4,3,0.9,12.09,24,0.0,1.65,6.35,2.11,0.01,0.4,10,39.0,Monday,0,Summer,0,12.59,2,1,2
Portion/Rented Unit,4,3,2,2.61,11.47,24,2.25,1.58,5.19,5.26,0.04,1.98,8,16.3,Saturday,1,Winter,0,14.19,3,2,3
Independent House,6,2,1,7.64,14.66,24,1.13,1.18,5.27,5.39,0.09,4.16,11,36.6,Thursday,0,Summer,1,26.66,2,4,2
Portion/Rented Unit,6,3,0,0.0,8.97,24,0.38,1.5,5.05,1.48,0.2,3.0,7,23.7,Tuesday,0,Spring,0,7.84,3,5,1
Independent House,3,1,1,6.76,6.07,24,0.49,1.5,3.09,0.26,0.14,0.01,7,32.5,Friday,0,Monsoon,0,16.84,2,0,0
Bungalow,4,5,1,0.68,8.34,24,0.91,1.94,8.45,3.95,0.05,2.22,6,3.2,Sunday,1,Winter,0,16.15,1,3,3
Bungalow,5,4,0,0.0,15.97,24,0.36,2.08,3.98,6.65,0.51,2.33,11,31.0,Thursday,0,Summer,1,15.95,1,4,2
Apartment,5,5,3,6.91,12.42,24,1.53,1.44,6.19,0.0,0.45,1.24,9,34.4,Wednesday,0,Monsoon,0,33.44,0,6,0
Apartment,4,4,2,1.14,12.49,24,0.31,1.2,7.2,1.11,0.07,0.0,7,38.8,Friday,0,Summer,0,20.9,0,0,2
Apartment,3,3,2,1.52,6.16,24,0.3,0.0,10.51,5.12,0.31,2.38,10,21.8,Tuesday,0,Winter,0,12.46,0,5,3
Independent House,3,1,0,0.0,10.41,24,0.94,0.97,7.8,5.43,0.02,1.71,9,35.7,Friday,0,Summer,0,9.26,2,0,2
Apartment,3,4,3,0.0,5.69,24,0.28,3.36,2.11,2.21,0.22,3.09,8,19.8,Thursday,0,Spring,0,8.59,0,4,1
Apartment,5,1,0,0.0,11.82,24,0.54,0.15,8.09,4.59,0.52,4.08,14,28.8,Tuesday,0,Monsoon,0,11.39,0,5,0
Independent House,3,1,1,1.35,13.82,24,0.56,1.21,7.73,2.61,0.09,2.7,9,22.3,Wednesday,0,Spring,0,14.89,2,6,1
Independent House,5,4,2,6.0,11.75,24,1.35,0.56,4.16,6.09,0.32,1.94,13,42.1,Sunday,1,Summer,0,30.23,2,3,2
Portion/Rented Unit,5,6,0,0.0,6.59,24,0.62,1.24,8.23,5.32,0.15,1.38,7,6.3,Monday,0,Winter,0,11.06,3,1,3
Independent House,7,4,1,0.0,10.65,24,1.68,2.24,7.53,8.46,0.05,1.96,14,27.1,Saturday,1,Spring,0,11.7,2,2,1
Portion/Rented Unit,5,3,0,0.0,14.47,24,0.48,1.59,6.15,2.28,0.27,1.56,7,33.7,Monday,0,Summer,0,10.36,3,1,2
Portion/Rented Unit,3,3,0,0.0,11.95,24,0.44,1.93,3.19,5.9,0.06,0.65,7,32.6,Wednesday,0,Monsoon,0,7.6,3,6,0
Portion/Rented Unit,3,2,2,1.17,12.26,24,0.74,1.44,7.69,3.32,0.07,1.68,12,28.6,Wednesday,0,Spring,0,10.47,3,6,1
Independent House,3,4,1,3.57,13.1,24,0.02,1.0,7.52,2.42,0.26,2.7,5,38.7,Friday,0,Summer,0,17.36,2,0,2
Apartment,3,2,0,0.0,12.0,24,0.15,1.54,6.45,4.18,0.6,1.22,10,44.5,Friday,0,Summer,0,7.68,0,0,2
Portion/Rented Unit,4,4,0,0.0,14.07,24,1.35,0.88,5.75,6.71,0.33,4.21,13,38.1,Saturday,1,Summer,0,9.64,3,2,2
Apartment,2,4,0,0.0,11.38,24,0.45,1.0,7.57,4.74,0.41,1.0,9,47.2,Thursday,0,Summer,0,6.29,0,4,2
Apartment,2,3,1,11.89,8.94,24,1.12,1.52,5.14,8.15,0.16,1.97,6,38.8,Sunday,1,Summer,1,23.79,0,3,2
Independent House,4,5,1,6.23,10.38,24,0.41,1.15,7.97,4.62,0.12,2.89,13,31.4,Wednesday,0,Monsoon,1,18.35,2,6,0
Apartment,5,5,3,6.92,16.79,24,0.92,1.28,7.78,6.39,0.04,2.33,12,49.9,Saturday,1,Summer,0,36.44,0,2,2
Apartment,8,3,0,0.0,9.97,24,0.0,1.16,5.95,6.58,0.03,2.46,9,9.6,Tuesday,0,Winter,0,10.88,0,5,3
Apartment,6,2,0,0.0,10.46,24,0.66,1.45,7.73,5.87,0.08,1.78,14,22.9,Wednesday,0,Monsoon,0,9.88,0,6,0
Independent House,2,2,0,0.0,11.4,24,2.38,1.59,5.27,4.95,0.07,2.45,14,31.5,Sunday,1,Monsoon,0,11.35,2,3,0
Apartment,5,5,0,0.0,11.64,24,1.77,2.17,5.22,0.71,0.33,2.32,5,36.0,Tuesday,0,Monsoon,0,32.38042983403375,0,5,0
Independent House,6,3,3,7.73,11.07,24,0.76,1.06,2.52,7.78,0.01,1.71,11,37.2,Saturday,1,Summer,1,39.55625,2,2,2
Apartment,7,6,3,6.03,14.38,24,0.28,0.46,6.76,2.73,0.13,0.36,9,28.7,Tuesday,0,Summer,0,32.67,0,5,2
Apartment,6,5,0,0.0,11.97,24,0.13,1.52,9.31,7.84,0.15,1.87,11,33.1,Thursday,0,Monsoon,0,8.08,0,4,0
Apartment,9,5,1,0.95,0.0,24,3.35,1.62,7.58,4.93,0.04,1.06,10,10.1,Tuesday,0,Winter,0,9.62,0,5,3
Apartment,8,3,2,6.66,10.46,24,0.66,0.0,3.5,6.23,0.12,1.63,13,35.3,Sunday,1,Monsoon,0,26.63,0,3,0
Apartment,7,5,3,1.12,9.0,24,0.19,0.96,11.45,5.21,0.08,1.2,8,27.3,Thursday,0,Monsoon,0,15.1,0,4,0
Independent House,3,6,1,1.71,11.28,24,0.59,1.4,7.35,4.88,0.87,3.18,7,10.3,Monday,0,Winter,0,16.61,2,1,3
Independent House,4,4,0,0.0,12.88,24,0.85,0.64,8.37,4.26,0.09,3.13,11,27.6,Sunday,1,Monsoon,0,11.6,2,3,0
Apartment,5,1,0,0.0,6.85,24,1.11,1.55,6.34,5.42,0.28,3.82,8,28.7,Tuesday,0,Summer,0,14.13,0,5,2
Independent House,4,5,1,12.45,11.4,24,0.82,0.14,7.3,8.45,0.01,0.0,11,31.1,Sunday,1,Summer,0,28.13,2,3,2
Portion/Rented Unit,7,3,1,13.13,11.71,24,0.4,1.83,5.27,3.58,1.11,1.24,5,32.3,Monday,0,Summer,0,26.08,3,1,2
Portion/Rented Unit,3,4,2,0.0,14.83,24,0.27,0.66,9.96,2.3,0.54,2.05,13,23.2,Wednesday,0,Spring,0,7.86,3,6,1
Portion/Rented Unit,7,2,0,0.0,9.85,24,0.1,1.66,6.2,3.03,0.15,0.81,8,31.0,Tuesday,0,Monsoon,1,6.23,3,5,0
Apartment,5,3,3,1.1,5.95,24,0.12,1.82,9.48,2.05,0.3,3.47,11,27.0,Friday,0,Spring,0,12.54,0,0,1
Portion/Rented Unit,3,7,3,10.58,11.46,24,0.91,1.32,7.39,6.31,0.01,3.12,6,30.4,Sunday,1,Monsoon,0,39.55625,3,3,0
Apartment,4,3,1,11.45,14.38,24,0.21,1.59,4.97,2.53,0.3,3.18,9,28.7,Friday,0,Summer,0,24.28,0,0,2
Independent House,5,6,1,0.92,11.07,24,0.86,1.39,4.65,2.24,0.02,3.23,10,27.4,Saturday,1,Monsoon,0,12.3,2,2,0
Portion/Rented Unit,5,4,0,0.0,13.7,24,1.44,0.95,6.04,2.82,0.47,2.33,11,43.9,Monday,0,Summer,0,8.56,3,1,2
Apartment,8,3,3,2.0,15.25,24,0.76,1.44,6.75,7.3,0.28,0.48,7,24.7,Friday,0,Spring,0,39.55625,0,0,1
Apartment,3,5,1,0.87,15.63,24,0.06,1.68,5.61,2.86,0.19,2.62,12,31.4,Tuesday,0,Monsoon,0,12.21,0,5,0
Portion/Rented Unit,6,7,3,1.05,9.72,24,1.88,1.8,7.04,5.55,0.18,1.7,10,28.6,Friday,0,Spring,1,11.75,3,0,1
Apartment,2,4,0,0.0,5.66,24,0.03,1.4,7.79,3.09,0.49,1.31,11,7.8,Wednesday,0,Winter,0,4.56,0,6,3
Independent House,9,2,1,0.99,4.7,24,0.57,1.3,9.06,6.64,0.65,1.07,9,14.4,Sunday,1,Winter,0,9.11,2,3,3
Independent House,9,4,0,0.0,16.7,24,1.03,0.89,8.37,3.68,0.08,4.13,8,35.8,Friday,0,Summer,0,15.06,2,0,2
Apartment,6,5,1,0.03,12.96,24,1.37,1.3,8.64,1.99,0.19,3.14,13,32.8,Tuesday,0,Spring,0,11.29,0,5,1
Apartment,7,1,1,7.69,14.18,24,0.63,2.1,7.52,4.95,0.38,2.23,11,32.1,Monday,0,Monsoon,1,21.94,0,1,0
Portion/Rented Unit,4,4,2,9.37,14.59,24,1.2,1.81,7.18,2.98,0.14,3.19,7,41.1,Sunday,1,Summer,0,30.2,3,3,2
Portion/Rented Unit,7,1,1,7.18,9.81,24,0.54,1.7,5.8,4.26,0.81,1.43,14,34.0,Saturday,1,Summer,0,14.16,3,2,2
Portion/Rented Unit,6,2,2,1.47,4.6,24,1.38,1.44,9.31,4.76,0.26,3.61,6,13.6,Friday,0,Winter,0,15.05,3,0,3
Bungalow,5,3,1,1.28,11.12,24,0.97,1.52,5.87,6.2,0.02,3.29,5,11.7,Friday,0,Winter,0,18.14,1,0,3
Apartment,6,2,1,6.39,13.47,24,0.51,1.28,5.21,4.67,0.33,2.23,9,34.6,Saturday,1,Summer,0,18.07,0,2,2
Independent House,9,4,2,9.57,13.05,24,0.73,1.22,7.61,5.65,0.04,0.98,7,35.3,Wednesday,0,Summer,1,38.06,2,6,2
